adsh,cik,company_name,sic,form,fiscal_year,fiscal_period,filing_period,current_period,prior_period,period_gap_days,filed_date,revenue_tag,revenue_unit,revenue_current,revenue_prior,revenue_change,revenue_change_pct,net_income_tag,net_income_unit,net_income_current,net_income_prior,net_income_change,net_income_change_pct,net_margin_current_pct,net_margin_prior_pct,net_margin_change_pp,operating_income_tag,operating_income_unit,operating_income_current,operating_income_prior,operating_income_change,operating_income_change_pct,operating_margin_current_pct,operating_margin_prior_pct,operating_margin_change_pp,profitability_measure_coverage,trend_classification,classification_rule
0001477932-26-001536,0001414953,EQUATOR BEVERAGE CO,2080,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-23,Revenues,USD,4191049.0,3246913.0,944136.0,29.077958048152198,NetIncomeLoss,USD,49213.0,-801144.0,850357.0,106.14284073774502,1.1742406256762925,-24.674021139463854,25.848261765140144,OperatingIncomeLoss,USD,83726.0,-781409.0,865135.0,10.714747334622457,1.9977337416002534,-24.06621304605328,26.063946787653535,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-006875,0001968043,NEW CENTURY LOGISTICS (BVI) LTD,4731,20-F,2025,FY,2025-09-30,2025-09-30,2024-09-30,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,44083731.0,52176109.0,-8092378.0,-15.509738374703257,NetIncomeLoss,USD,-10673558.0,220643.0,-10894201.0,-4937.478641969154,-24.212011456108378,0.42288128461246505,-24.63489274072084,OperatingIncomeLoss,USD,-10838756.0,470273.0,-11309029.0,-2304.7795642105757,-24.58674834033444,0.9013186475825554,-25.488066987916998,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-009532,0001821175,MOTORSPORT GAMES INC.,7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-10,RevenueFromContractWithCustomerExcludingAssessedTax,USD,11297898.0,8687462.0,2610436.0,30.048315607020786,NetIncomeLoss,USD,6928067.0,-2752956.0,9681023.0,351.6591983308124,61.32173436156,-31.688840768454586,93.01057513001459,OperatingIncomeLoss,USD,3248800.0,-1749852.0,4998652.0,185.66141593689068,28.755791564059084,-20.142269399279098,48.89806096333819,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-009881,0001289340,"STEREOTAXIS, INC.",3845,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,32377000.0,26918000.0,5459000.0,20.280109963593134,NetIncomeLoss,USD,-21643000.0,-24045000.0,2402000.0,9.989602828030776,-66.84683571671248,-89.32684449067538,22.4800087739629,OperatingIncomeLoss,USD,-22112000.0,-24739000.0,2627000.0,-89.38113909212176,-68.29539487908083,-91.90504495133368,23.60965007225285,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012004,0002030763,"WELLGISTICS HEALTH, INC.",5122,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-20,RevenueFromContractWithCustomerExcludingAssessedTax,USD,23337860.0,18128831.0,5209029.0,28.733397095488396,NetIncomeLoss,USD,-101274530.0,-6856226.0,-94418304.0,-1377.1177321167652,-433.9495137943239,-37.81946006336536,-396.1300537309586,OperatingIncomeLoss,USD,-93749097.0,-6145132.0,-87603965.0,-1525.5831282387426,-401.70391372645133,-33.89701189227259,-367.80690183417875,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012925,0001505497,"BIORESTORATIVE THERAPIES, INC.",8090,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,359700.0,401000.0,-41300.0,-10.29925187032419,NetIncomeLoss,USD,-14241975.0,-8979381.0,-5262594.0,-58.607536532863456,-3959.4036697247707,-2239.247132169576,-1720.1565375551947,OperatingIncomeLoss,USD,-15647132.0,-11555194.0,-4091938.0,-135.41210991351593,-4350.050597720323,-2881.594513715711,-1468.4560840046117,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-012988,0002079720,"BUDA JUICE, INC.",2080,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-26,RevenueFromContractWithCustomerExcludingAssessedTax,USD,12609000.0,11274000.0,1335000.0,11.84140500266099,NetIncomeLoss,USD,3533000.0,3574000.0,-41000.0,-1.1471740346950197,28.01966849076057,31.701259535213765,-3.6815910444531976,OperatingIncomeLoss,USD,3449000.0,3411000.0,38000.0,101.11404280269716,27.353477674676817,30.255455029270887,-2.901977354594071,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-013109,0001992818,ZOOZ STRATEGY LTD.,3590,20-F,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-27,RevenueFromContractWithCustomerExcludingAssessedTax,USD,247000.0,1041000.0,-794000.0,-76.27281460134486,NetIncomeLoss,USD,-55589000.0,-10990000.0,-44599000.0,-405.8143767060964,-22505.668016194333,-1055.7156580211335,-21449.9523581732,OperatingIncomeLoss,USD,-53131000.0,-10536000.0,-42595000.0,-504.2805618830676,-21510.526315789473,-1012.1037463976945,-20498.42256939178,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-014042,0000862651,"INVESTVIEW, INC.",7389,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,36255669.0,52381971.0,-16126302.0,-30.785977870133983,NetIncomeLoss,USD,-8913009.0,1191169.0,-10104178.0,-848.2573001815863,-24.583766472492893,2.27400568794939,-26.857772160442284,OperatingIncomeLoss,USD,-8260102.0,1694719.0,-9954821.0,-487.4024543301869,-22.782925340586047,3.2353097213543185,-26.018235061940366,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-014179,0001397183,"IVEDA SOLUTIONS, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,5280312.0,6020639.0,-740327.0,-12.296485472721416,NetIncomeLoss,USD,-3198112.0,-3980820.0,782708.0,19.661979190217092,-60.56672408751604,-66.11955973444014,5.552835646924104,OperatingIncomeLoss,USD,-3226896.0,-4070303.0,843407.0,-79.2790119064846,-61.11184339107235,-67.60583054390074,6.493987152828396,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001493152-26-014297,0001588014,"ADM ENDEAVORS, INC.",7310,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerExcludingAssessedTax,USD,5624053.0,5760459.0,-136406.0,-2.367971024531205,NetIncomeLoss,USD,486259.0,324311.0,161948.0,49.93601820474791,8.646060056688656,5.629950668861631,3.016109387827024,OperatingIncomeLoss,USD,245133.0,391652.0,-146519.0,62.58949271291861,4.358653803582577,6.798972095800004,-2.4403182922174276,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001506293-26-000021,0001506293,"PINTEREST, INC.",7370,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,4221767000.0,3646166000.0,575601000.0,15.786472694880047,NetIncomeLoss,USD,416855000.0,1862106000.0,-1445251000.0,-77.6137878294791,9.873946146246347,51.070247487360696,-41.19630134111435,OperatingIncomeLoss,USD,319883000.0,179817000.0,140066000.0,177.89363630802427,7.576993235296974,4.931673434506274,2.6453198007907006,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001520138-26-000093,0001883835,ESG INC.,0100,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-31,RevenueFromContractWithCustomerIncludingAssessedTax,USD,6122633.0,12682330.0,-6559697.0,-51.723121855368845,NetIncomeLoss,USD,-1947318.0,944633.0,-2891951.0,-306.14545543083926,-31.80523804056196,7.44841838999616,-39.253656430558124,OperatingIncomeLoss,USD,-2249524.0,1687652.0,-3937176.0,-133.29311967159106,-36.74112101770594,13.307113125111869,-50.04823414281782,net_income_and_operating_income,declining,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001522727-26-000015,0001522727,"USA COMPRESSION PARTNERS, LP",4922,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,998099000.0,950449000.0,47650000.0,5.013419973086404,NetIncomeLoss,USD,111319000.0,99575000.0,11744000.0,11.794125031383379,11.15310204699133,10.47662736243607,0.6764746845552616,OperatingIncomeLoss,USD,306505000.0,294449000.0,12056000.0,104.09442721829586,30.708877576272496,30.979989457614245,-0.27111188134175124,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001563922-26-000006,0001563922,GREENBACKER RENEWABLE ENERGY CO LLC,4911,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-09,Revenues,USD,191221000.0,195766000.0,-4545000.0,-2.3216493160201463,NetIncomeLoss,USD,-194645000.0,-242300000.0,47655000.0,19.667767230705735,-101.7905983129468,-123.77021546131606,21.979617148369268,OperatingIncomeLoss,USD,-183485000.0,-328174000.0,144689000.0,-55.91088873585354,-95.9544192321973,-167.63585096492753,71.68143173273023,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001590750-26-000007,0001590750,"VIRIDIAN THERAPEUTICS, INC.DE",2834,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-26,RevenueFromContractWithCustomerIncludingAssessedTax,USD,70849000.0,302000.0,70547000.0,23359.933774834437,NetIncomeLoss,USD,-342601000.0,-269949000.0,-72652000.0,-26.913231758591436,-483.5650467896512,-89387.08609271524,88903.52104592559,OperatingIncomeLoss,USD,-363395000.0,-299035000.0,-64360000.0,-121.52256424833213,-512.9147906110178,-99018.21192052981,98505.29712991878,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001596532-26-000013,0001596532,"ARISTA NETWORKS, INC.",3576,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-17,RevenueFromContractWithCustomerExcludingAssessedTax,USD,9005700000.0,7003100000.0,2002600000.0,28.59590752666676,NetIncomeLoss,USD,3511400000.0,2852100000.0,659300000.0,23.11630026997651,38.99086134337142,40.726249803658376,-1.735388460286963,OperatingIncomeLoss,USD,3856100000.0,2944600000.0,911500000.0,130.95496841676288,42.81843721198796,42.047093430052406,0.7713437819355573,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001603015-26-000008,0001603015,"VIA TRANSPORTATION, INC.",7372,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-06,RevenueFromContractWithCustomerExcludingAssessedTax,USD,434337000.0,337630000.0,96707000.0,28.642893107839942,NetIncomeLoss,USD,-96361000.0,-90281000.0,-6080000.0,-6.734528859893,-22.185768193821847,-26.739626218049345,4.553858024227497,OperatingIncomeLoss,USD,-76616000.0,-83896000.0,7280000.0,-91.32258987317631,-17.639758988987815,-24.848502798921896,7.208743809934082,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001606366-26-000017,0001606366,"EL POLLO LOCO HOLDINGS, INC.",5812,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-03-13,RevenueFromContractWithCustomerIncludingAssessedTax,USD,490046000.0,473008000.0,17038000.0,3.6020532422284615,NetIncomeLoss,USD,26486000.0,25684000.0,802000.0,3.122566578414577,5.404798733180151,5.429929303521294,-0.025130570341143355,OperatingIncomeLoss,USD,42045000.0,41168000.0,877000.0,102.13029537504858,8.579806793647943,8.70344687616277,-0.12364008251482816,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-007117,0001065059,CENTRUS ENERGY CORP,1400,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-11,RevenueFromContractWithCustomerExcludingAssessedTax,USD,448700000.0,442000000.0,6700000.0,1.5158371040723981,NetIncomeLoss,USD,77800000.0,73200000.0,4600000.0,6.284153005464481,17.33897927345665,16.56108597285068,0.7778933006059752,OperatingIncomeLoss,USD,50200000.0,48000000.0,2200000.0,104.58333333333333,11.18787608647203,10.85972850678733,0.3281475796846997,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-007726,0001667011,"ARTERIS, INC.",3674,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-12,RevenueFromContractWithCustomerExcludingAssessedTax,USD,70579000.0,57724000.0,12855000.0,22.269766474949762,NetIncomeLoss,USD,-34746000.0,-33638000.0,-1108000.0,-3.2938938105713778,-49.22994091727001,-58.27385489571062,9.04391397844061,OperatingIncomeLoss,USD,-33137000.0,-31596000.0,-1541000.0,-104.87719964552475,-46.95022598790008,-54.73633150855797,7.786105520657882,net_income_and_operating_income,improving,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
0001628280-26-008067,0000943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,3743,10-K,2025,FY,2025-12-31,2025-12-31,2024-12-31,365,2026-02-13,RevenueFromContractWithCustomerExcludingAssessedTax,USD,11167000000.0,10387000000.0,780000000.0,7.509386733416771,NetIncomeLoss,USD,1170000000.0,1056000000.0,114000000.0,10.795454545454545,10.477299185098952,10.166554346779629,0.310744838319324,OperatingIncomeLoss,USD,1793000000.0,1609000000.0,184000000.0,111.43567433188316,16.056237127249933,15.490516992394339,0.5657201348555935,net_income_and_operating_income,mixed_or_flat,Improving/declining requires both available margins to move at least 0.5 percentage points in the same direction; net-income margin is used when operating income is unavailable.
